image_path,question,video_path
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013150.jpg,Are there any vehicles in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267647.jpg,Is there any food in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269303.jpg,What is behind the garbage truck truck?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015183.jpg,What food is in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267504.jpg,What electronic equipment is in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269577.jpg,What color is the lettering on the banner?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267463.jpg,What is to the right of bus?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265451.jpg,Are there any trucks in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267611.jpg,Is there a bench in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265513.jpg,What color is the parka?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012838.jpg,Is there a person in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263453.jpg,Is there a suitcase in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265274.jpg,Is there a person in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268750.jpg,Is the picture taken outdoors?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010015.jpg,What color is the tie the boy is sporting?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000925.jpg,Are there any ties in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012795.jpg,What color are the man's socks?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269171.jpg,Are there any dining tables in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267780.jpg,What is the heart shaped pizza trimmed with?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270325.jpg,Is there a car in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269996.jpg,Is there a dog in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013717.jpg,Is there a person in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013595.jpg,Is there a sandwich in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264016.jpg,Is the picture taken indoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000092.jpg,What animal is the person touching?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268276.jpg,What animal is shown in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014180.jpg,What sport is depicted in the picture ?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262442.jpg,Is there a car in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014477.jpg,What material is the toilet seat made out of?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266030.jpg,Are there any vehicles in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012698.jpg,Are there any spoons in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268848.jpg,Which color is the toilet seat?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263727.jpg,What color sari is the closest woman wearing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013146.jpg,Is there any food in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013043.jpg,What vehicle is shown in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010743.jpg,What color eyes does the cat have?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268111.jpg,Is there a cow in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013284.jpg,Is the picture taken indoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015388.jpg,Which color is dominant?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015311.jpg,Is this outdoors?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269986.jpg,Are there any ties in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266520.jpg,What season is this dog likely being made to appear as if its celebrating?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263589.jpg,What color is the road?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264460.jpg,Is there an animal in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015645.jpg,What color is the woman's arm band?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012728.jpg,What color is the bird ?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012839.jpg,Is there a dining table in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265036.jpg,Is this indoor or outdoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263098.jpg,Is there a bicycle in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268897.jpg,Is there a giraffe in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266031.jpg,Are there any animals in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263362.jpg,Is there a pizza in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267372.jpg,What is the chair seat made of?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266805.jpg,Are there any people in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267516.jpg,What color is the car closest to the motorcycle?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265799.jpg,What color is the bike?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266885.jpg,How many cups are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262932.jpg,How many planes are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000009845.jpg,What is behind the garbage truck truck?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267022.jpg,Is there a vehicle in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015485.jpg,Are there any refrigerators in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000510.jpg,What color is the boat on the left in front?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015851.jpg,What vehicle is in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264676.jpg,What color is the car behind the red truck?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015645.jpg,Is there a person in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010130.jpg,What shape is the cake in?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269245.jpg,What color is the man in jeans' hat?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269477.jpg,Are there any vehicles in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015262.jpg,Is there a cake in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000001308.jpg,What color is the sink and the bathtub?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015496.jpg,Is there a person in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268546.jpg,Is this indoor or outdoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263703.jpg,What color is the mouse lighting up?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013986.jpg,Are there any sheep in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264885.jpg,Are there any vehicles in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015107.jpg,Are there any bowls in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267815.jpg,Are there any beds in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267715.jpg,What sport are the people playing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270248.jpg,What color bow tie is the bear wearing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000009999.jpg,How many people are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266240.jpg,What color of gloves do they have on?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013770.jpg,What is the number on the light post to the right of the train on the platform?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000491.jpg,What color is the tie?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262893.jpg,Is there a snowboard in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012790.jpg,What color is the meat?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010407.jpg,How many carrots can be seen?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013636.jpg,What color is the cow that is standing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000853.jpg,Is there a toilet in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264699.jpg,What color are the snacks in the jar?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000086.jpg,What color is the horse in the back?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010545.jpg,Are there any vehicles in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000260.jpg,What color is the boat in the foreground?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265833.jpg,Are there any baseball bats in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268481.jpg,Is there a horse in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267848.jpg,Is there a sports ball in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264526.jpg,Is there a sports ball in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265076.jpg,Is there a sink in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014283.jpg,Is there a refrigerator in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266418.jpg,What color is the toilet on the left?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265432.jpg,Is there a microwave in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000312.jpg,Are there any elephants in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265344.jpg,Is there a clock in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262954.jpg,How many laptops are visible?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010229.jpg,Is there a bicycle in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269392.jpg,What color is the boys diaper?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013714.jpg,Are there any trains in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270295.jpg,What vehicle is in front of the people with commodes?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269483.jpg,Is there a sports ball in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264169.jpg,Is there an animal in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270035.jpg,Are there any trucks in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015297.jpg,What animal is in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000965.jpg,Are there any sports balls in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015195.jpg,How many pizzas are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000001237.jpg,Are there any hair driers in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010358.jpg,Are there any people in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262967.jpg,Is there a tie in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000996.jpg,How many giraffes are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000110.jpg,How many people are visible?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013202.jpg,What is just in front of the woman?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264304.jpg,How many legs are seen?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013916.jpg,Are there any animals in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264699.jpg,Is there a wine glass in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013949.jpg,What shape are the remote control buttons?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267049.jpg,How many people can you see?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268644.jpg,What color is the train closest to the camera?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012696.jpg,How many cows are visible?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014128.jpg,Is there a airplane in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262299.jpg,What is behind the laptop on the left?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262538.jpg,What material is walkway made of?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013603.jpg,Is the picture taken indoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270284.jpg,Is this indoor or outdoor?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264499.jpg,Are there any animals in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010175.jpg,Is there a sink in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000009851.jpg,What color hair does the woman on the right have?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264005.jpg,Is there an animal in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269355.jpg,"What colors are on the ""pizza slices"" sign?",
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014849.jpg,What is in front of the glass cake stand?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269422.jpg,What color is the couch in the background?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267708.jpg,Are there any traffic lights in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265566.jpg,What type of animal is painted on the side of the vase on the left?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012524.jpg,What color bowl are the blueberries in?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000270202.jpg,What color is the lady's sweater?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269946.jpg,Is there any food in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014238.jpg,Are there any handbags in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264618.jpg,Are there any refrigerators in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000529.jpg,Is there an animal in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268481.jpg,What is the horse doing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266504.jpg,Are there any dining tables in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263446.jpg,What is to the right of bowl?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010108.jpg,What color is the signs' words?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263462.jpg,Is there any furniture in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268317.jpg,Is there a chair in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264244.jpg,Is there any furniture in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262299.jpg,Are there any people in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015356.jpg,Are there any buses in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267870.jpg,Is there a keyboard in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268682.jpg,What color is the truck on the left of the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000001216.jpg,Are there any ties in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266550.jpg,Are there any pizzas in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013731.jpg,Are there any apples in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015197.jpg,What color are the ski poles the person on the right is holding?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000012704.jpg,What has the dog been playing with?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000839.jpg,How many people are there?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267216.jpg,What is the bench leg made of?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000267555.jpg,What is to the left of person?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000001036.jpg,How many dining tables are in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013144.jpg,Are there any chairs in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269888.jpg,What weather like?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013856.jpg,Is there any food in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268146.jpg,What game is the person playing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266165.jpg,What color is the girl of the left's shirt?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013202.jpg,What color are the train tracks behind the woman?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015644.jpg,How many computers are shown?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266756.jpg,Are there any broccolis in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263913.jpg,What is that a picture of in front of the bus and close to the car?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015109.jpg,Is there a bicycle in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010881.jpg,What color is the train car on the right?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269364.jpg,Are there any bottles in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266898.jpg,Is there an animal in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000263714.jpg,What sports is the woman playing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266469.jpg,What is the color of the train approaching?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265316.jpg,What color is the truck in the background?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014857.jpg,Is there a chair in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015062.jpg,What animal is reflected in the microwave door?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269160.jpg,What is the roofing material?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269915.jpg,Are there any bowls in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000813.jpg,What animal is shown in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015524.jpg,What color is the laptop screen?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000013352.jpg,What are the young men doing in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000000142.jpg,Is there a vehicle in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000001200.jpg,What is the color of this cat eye?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000269903.jpg,What game is the elephant playing with the people?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000010719.jpg,What color is the truck on the left of the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000264235.jpg,Is there an animal in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268481.jpg,Is there a vehicle in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015678.jpg,Are there any refrigerators in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000262956.jpg,What is the big horse doing?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015525.jpg,What is the person doing on the bench?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014034.jpg,Are there any animals in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000266898.jpg,What color hair elastic does this woman have?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000265934.jpg,Are there any chairs in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015621.jpg,What is the brown chair on the far left made of?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000268654.jpg,Are there any chairs in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000015564.jpg,Are there any people in the photo?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014783.jpg,Is there any food in the picture?,
/content/drive/MyDrive/AI_Project/data/COCO/images/train2014/COCO_train2014_000000014307.jpg,What color is the ground?,
